product_id,name,url,collection,category,color,price,original_price,discount_pct,sizes,description,composition,availability_text,image_urls,source,collected_at,price_source,price_confidence,price_http_status,price_error,size_count,price_vs_category,portfolio_cluster,ml_x,ml_y,cluster_size
4870,Biquíni Alann Marrom,https://www.intibrand.com/produto/biquini-alann-marrom-4870,VERÃO 2027,Biquínis,Marrom,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 87% Poliéster / 13% Elastano Modelo veste PP.",87% Poliéster / 13% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_51_30_138_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175034-449-17049000.jpg?v=1775076690,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.8644067796610169,1,-2.593777804694852,2.67387670505872,46
4867,Biquíni Alann Pérola,https://www.intibrand.com/produto/biquini-alann-perola-4867,VERÃO 2027,Biquínis,Pérola,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_52_43_626_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175204-361-17043590.jpg?v=1775076769,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.8644067796610169,1,-2.6399801952102004,2.672695818277632,46
4868,Biquíni Alann Preto,https://www.intibrand.com/produto/biquini-alann-preto-4868,VERÃO 2027,Biquínis,Preto,220.0,699.0,68.53,PP|P|M|G,"O Biquíni Alann combina delicadeza e modernidade, transformando qualquer produção de praia. O top triangular apresenta alça em metal exclusiva que valoriza o busto. A calcinha, com tiras finas, alonga a silhueta e cria um visual clean e elegante. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/04/01/17_53_51_963_gaby-20v-c3-8ddeos-20-20-story-20-202026-04-01t175334-222-17045380.jpg?v=1775076831,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.8644067796610169,1,-2.6013603602706907,2.685918994525768,46
4228,Biquíni Alessio Castanho,https://www.intibrand.com/produto/biquini-alessio-castanho-4228,VERÃO 2027,Biquínis,Castanho,137.5,344.5,60.09,PP|P|M|G|GG,"Um biquíni unilateral com hot pants, pensado para os melhores dias de sol da próxima temporada. Feito em microfibra com ótima sustentação. Modelo veste PP.",,unavailable,https://cdn.vnda.com.br/intibrand/2024/10/18/17_56_46_341_17_10_8_816_biquc38dni20alessio20castanho20frente.jpg?v=1729285028,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,5,1.1652542372881356,3,-1.5662657364343584,0.7812563996079988,81
4226,Biquíni Alessio Preto,https://www.intibrand.com/produto/biquini-alessio-preto-4226,VERÃO 2027,Biquínis,Preto,137.5,344.5,60.09,PP|P|M|G|GG,"Um biquíni unilateral com hot pants, pensado para os melhores dias de sol da próxima temporada. Feito em microfibra com ótima sustentação. Modelo veste PP.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2024/10/18/17_58_29_604_17_10_5_569_biquc38dni20alessio20vermelho20preto20frente.jpg?v=1729285109,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,5,1.1652542372881356,3,-1.5593519871190333,0.8050992840883668,81
4227,Biquíni Alessio Vermelho Carmim,https://www.intibrand.com/produto/biquini-alessio-vermelho-carmim-4227,VERÃO 2027,Biquínis,Vermelho Carmim,137.5,344.5,60.09,PP|P|M|G|GG,"Um biquíni unilateral com hot pants, pensado para os melhores dias de sol da próxima temporada. Feito em microfibra com ótima sustentação. Modelo veste PP.",,unavailable,https://cdn.vnda.com.br/intibrand/2024/10/18/17_59_18_813_17_10_8_820_biquc38dni20alessio20vermelho20carmin20frente.jpg?v=1729285181,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,5,1.1652542372881356,3,-1.5639419843114546,0.7782853546845511,81
3197,Biquíni Arenella Azul Marinho,https://www.intibrand.com/produto/biquini-arenella-azul-marinho-3197,VERÃO 2027,Biquínis,Azul Marinho,130.0,319.5,59.31,PP|P|M|G,"Top triangular estilo cortininha com bojo removível, trazendo um toque sofisticado com alças de corrente de metal banhado a ouro, ajustáveis e confortáveis. O fechamento posterior também é em metal. A calcinha no estilo tanga acompanha o design refinado com correntes laterais banhadas a ouro. Confeccionado em malha fluity. Modelo veste PP.",,unavailable,https://cdn.vnda.com.br/intibrand/2022/04/06/13_4_5_536_BIQUINIARENELLAAZULMARINHOSOLTA.jpg?v=1649263794,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.1016949152542372,3,-1.9423370834014606,0.2769624189811351,81
3196,Biquíni Arenella Off-White,https://www.intibrand.com/produto/biquini-arenella-off-white-3196,VERÃO 2027,Biquínis,Off White,130.0,319.5,59.31,PP|P|M|G,"Top triangular estilo cortininha com bojo removível, trazendo um toque sofisticado com alças de corrente de metal banhado a ouro, ajustáveis e confortáveis. O fechamento posterior também é em metal. A calcinha no estilo tanga acompanha o design refinado com correntes laterais banhadas a ouro. Confeccionado em malha fluity. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2022/04/06/13_4_0_093_BIQUINIARENELLAOFFWHITEFRENTE.jpg?v=1743003136,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.1016949152542372,3,-1.8821932889813289,0.27174848110166,81
3193,Biquíni Arenella Preto,https://www.intibrand.com/produto/biquini-arenella-preto-3193,VERÃO 2027,Biquínis,Preto,130.0,319.5,59.31,PP|P|M|G,"Top triangular estilo cortininha com bojo removível, trazendo um toque sofisticado com alças de corrente de metal banhado a ouro, ajustáveis e confortáveis. O fechamento posterior também é em metal. A calcinha no estilo tanga acompanha o design refinado com correntes laterais banhadas a ouro. Confeccionado em malha fluity. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2022/04/06/14_4_5_524_BIQUINIARENELLAPRETOFRENTE2.jpg?v=1743003932,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.1016949152542372,3,-1.934291935633201,0.3032861981231186,81
3195,Biquíni Arenella Rosê,https://www.intibrand.com/produto/biquini-arenella-rose-3195,VERÃO 2027,Biquínis,Rosê,130.0,319.5,59.31,PP|P|M|G,"Top triangular estilo cortininha com bojo removível, trazendo um toque sofisticado com alças de corrente de metal banhado a ouro, ajustáveis e confortáveis. O fechamento posterior também é em metal. A calcinha no estilo tanga acompanha o design refinado com correntes laterais banhadas a ouro. Confeccionado em malha fluity. Composição: 84% Poliamida / 16% Elastano Modelo veste PP.",84% Poliamida / 16% Elastano,unavailable,https://cdn.vnda.com.br/intibrand/2022/04/06/14_4_6_655_BIQUINIARENELLAROSESOLTA.jpg?v=1649265764,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,4,1.1016949152542372,3,-1.9361937486336946,0.2787514256217613,81
