product_id,name,url,collection,category,color,price,original_price,discount_pct,sizes,description,composition,availability_text,image_urls,source,collected_at,price_source,price_confidence,price_http_status,price_error,size_count,price_position,size_depth,markdown_pressure,color_support,product_strategic_score,product_role,similar_products,redundancy_watch,recommended_action
4923,BIQUÍNI VITTO + PAREÔ | PRETO,https://www.intibrand.com/produto/biquini-vitto-pareo-preto-4923,VERÃO 2027,Biquínis,Preto,986.1,,0.0,PP|P|M|G|U,"A combinação composta pelo Biquíni Vitto e Pareô Longo traz uma proposta sofisticada e elegante para os dias de praia. O biquíni possui top triangular com aviamento metálico nas costas, adicionando um toque moderno ao visual, enquanto a calcinha de amarração lateral garante leveza e feminilidade. O pareô longo em microfibra complementa a produção com modelagem confortável e fechamento por amarração com faixas embutidas.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/05/13/10_56_12_731_biqu-c3-8dni-20vitto-20preto-20-2b-20pare-c3-94-20preto-20frente-20-4-10057180.jpg?v=1778680585,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,5,96.36363636363636,83.18181818181817,2.727272727272727,73.93526405451448,88.8,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4921,BIQUÍNI EASTON + PAREÔ | OFF-WHITE,https://www.intibrand.com/produto/biquini-easton-pareo-off-white-4921,VERÃO 2027,Biquínis,Off White,1048.0,,0.0,PP|P|M|G|U,"Conjunto composto pelo Biquíni Easton e Pareô Longo em microfibra. O top possui modelagem versátil, podendo ser usado com ou sem alças, com detalhe franzido que valoriza o busto. A calcinha tem modelagem clássica e confortável. O pareô longo complementa a produção com caimento leve e fechamento por amarração através de faixas embutidas.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/05/13/10_14_59_237_biqu-c3-8dni-20easton-20off-white-20-2b-20pare-c3-94-20off-white-20frente-202-20-3-10054520.jpg?v=1778678099,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,5,98.18181818181819,83.18181818181817,2.727272727272727,57.5809199318569,86.1,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4349,Vestido Sartori Off-White,https://www.intibrand.com/produto/vestido-sartori-off-white-4349,VERÃO 2027,Vestidos,Off White,2389.0,,0.0,34|36|38|40|42|44,"O Vestido Sartori é um modelo longo, clássico e elegante, com design tomara que caia. Confeccionado em tecido estruturado de alfaiataria, apresenta decote reto com curvatura nas extremidades, criando um caimento que valoriza a silhueta. O fechamento posterior complementa o modelo, enquanto a saia ganha destaque com uma cauda em formato de nesga. Uma peça desenvolvida para protagonizar momentos especiais. Composição: 93% Poliéster / 7% Elastano Modelo veste 34.",93% Poliéster / 7% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/18/13_55_51_958_gaby-20fotos-20-202026-08-18t135506-490-13087250.jpg?v=1787072163,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,98.51190476190477,86.70520231213872,50.28901734104046,95.57069846678023,85.2,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4350,Vestido Sartori Preto,https://www.intibrand.com/produto/vestido-sartori-preto-4350,VERÃO 2027,Vestidos,Preto,2389.0,,0.0,34|36|38|40|42|44,"O Vestido Sartori é um modelo longo, clássico e elegante, com design tomara que caia. Confeccionado em tecido estruturado de alfaiataria, apresenta decote reto com curvatura nas extremidades, criando um caimento que valoriza a silhueta. O fechamento posterior complementa o modelo, enquanto a saia ganha destaque com uma cauda em formato de nesga. Uma peça desenvolvida para protagonizar momentos especiais. Composição: 93% Poliéster / 7% Elastano Modelo veste 34.",93% Poliéster / 7% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/24/12_41_53_165_vestido-20sartori-20preto-20frente-201-12080170.jpg?v=1787586116,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,98.51190476190477,86.70520231213872,50.28901734104046,87.22316865417376,83.5,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4351,Vestido Sartori Vermelho,https://www.intibrand.com/produto/vestido-sartori-vermelho-4351,VERÃO 2027,Vestidos,Vermelho,2389.0,,0.0,34|36|38|40|42|44,"O Vestido Sartori é um modelo longo, clássico e elegante, com design tomara que caia. Confeccionado em tecido estruturado de alfaiataria, apresenta decote reto com curvatura nas extremidades, criando um caimento que valoriza a silhueta. O fechamento posterior complementa o modelo, enquanto a saia ganha destaque com uma cauda em formato de nesga. Uma peça desenvolvida para protagonizar momentos especiais. Composição: 93% Poliéster / 7% Elastano Modelo veste 34.",93% Poliéster / 7% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/18/13_53_11_238_gaby-20fotos-20-202026-08-18t135234-779-13089250.jpg?v=1787071996,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,98.51190476190477,86.70520231213872,50.28901734104046,80.06814310051107,82.1,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4904,BODY CHIARA + PANTALONA SAVOYE | OFF-WHITE,https://www.intibrand.com/produto/body-chiara-pantalona-savoye-off-white-4904,VERÃO 2027,Bodies,Off White,1822.1,,0.0,P|M|G|34|36|38|40|42|44,"Combinação composta pelo Body Chiara e Pantalona Savoye. Em uma proposta sofisticada e atemporal, as peças unem elegância e fluidez em modelagens marcantes. O body possui mangas longas e decote degagê versátil, que pode ser usado tanto na frente quanto nas costas, enquanto a pantalona de alfaiataria complementa o visual com cintura alta, caimento leve e detalhe em V na cintura.",,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/05/04/16_56_36_830_body-20chiara-20off-white-20-2b-20-20pantalona-20savoye-20off-white-20frente-202-20-4-16051800.jpg?v=1777924596,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,9,100.0,98.07692307692307,50.96153846153846,62.862010221465084,81.9,PREMIUM_ANCHOR,0,False,"Proteger percepção de valor, conteúdo e disponibilidade de grade; candidato a âncora premium."
4776,Vestido Roland Off-White,https://www.intibrand.com/produto/vestido-roland-off-white-4776,VERÃO 2027,Vestidos,Off White,1989.0,,0.0,34|36|38|40|42|44,"Elegância que se revela nos detalhes. O vestido Roland é a versão longa de um best-seller INTI, com drapeado ao longo de todo o comprimento que acompanha a silhueta de forma elegante, além de ombreiras que reforçam a estrutura. Um design atemporal para ocasiões especiais. Composição: 96% Poliéster / 4% Elastano Modelo veste 34.",96% Poliéster / 4% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/19/11_20_06_279_gaby-20fotos-20-202026-08-19t111937-944-11083010.jpg?v=1787149209,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,87.5,86.70520231213872,50.28901734104046,95.57069846678023,81.4,PREMIUM_ANCHOR,3,True,Revisar sobreposição estrutural com itens semelhantes; validar diferenciação com vendas e margem quando disponíveis.
4968,Vestido Fontaine Off-White,https://www.intibrand.com/produto/vestido-fontaine-off-white-4968,VERÃO 2027,Vestidos,Off White,1989.0,,0.0,34|36|38|40|42|44,"O Vestido Fontaine traduz a sofisticação da alfaiataria em uma silhueta elegante e atemporal. Longo, possui busto estruturado com decote arredondado, cintura marcada e caimento reto, valorizando a feminilidade de forma singular. Confeccionado em crepe de alfaiataria e com forro interno que evita transparência, traz faixa removível no pescoço, fixada por botões de pressão internos, que permite diferentes formas de uso. A fenda nas costas garante maior conforto ao caminhar, enquanto o fechamento por zíper invisível mantém o acabamento impecável. Composição: 95% Poliéster / 5% Elastano Modelo veste 34.",95% Poliéster / 5% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/24/10_24_19_108_artes-20site-20-17-10081900.jpg?v=1787577862,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,87.5,86.70520231213872,50.28901734104046,95.57069846678023,81.4,PREMIUM_ANCHOR,3,True,Revisar sobreposição estrutural com itens semelhantes; validar diferenciação com vendas e margem quando disponíveis.
4982,Vestido Salvi Off-White,https://www.intibrand.com/produto/vestido-salvi-off-white-4982,VERÃO 2027,Vestidos,Off White,1989.0,,0.0,34|36|38|40|42|44,"O Vestido Salvi combina a fluidez da malha jersey a uma construção sofisticada que valoriza a silhueta. O modelo apresenta decote fechado na parte frontal, ombreiras e recortes estratégicos na cintura, que definem a estrutura da peça. Os drapeados transpassados criam um efeito elegante e equilibram as proporções, enquanto o decote profundo nas costas revela a feminilidade de forma marcante. A cauda alongada completa a silhueta, proporcionando movimento e imponência ao visual. Composição: 96% Poliéster / 4% Elastano Modelo veste 34.",96% Poliéster / 4% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/20/17_21_12_390_gaby-20fotos-20-202026-08-20t172103-721-17080270.jpg?v=1787257274,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,87.5,86.70520231213872,50.28901734104046,95.57069846678023,81.4,PREMIUM_ANCHOR,3,True,Revisar sobreposição estrutural com itens semelhantes; validar diferenciação com vendas e margem quando disponíveis.
4978,Vestido Walker Off-White,https://www.intibrand.com/produto/vestido-walker-off-white-4978,VERÃO 2027,Vestidos,Off White,1989.0,,0.0,34|36|38|40|42|44,"O Vestido Walker combina a sofisticação da alfaiataria com uma modelagem contemporânea. Longo e ajustado ao corpo, valoriza a silhueta e traz recorte orgânico no decote, inspirado no design marcante da Blusa Moonson. Possui forro, fechamento no pescoço com botão de pressão, fenda nas costas e zíper invisível. Uma peça elegante e marcante, ideal para ocasiões especiais. Composição: 93% Poliéster / 7% Elastano Modelo veste 34.",93% Poliéster / 7% Elastano,partial_or_variant_unavailable,https://cdn.vnda.com.br/intibrand/2026/08/24/16_52_36_924_vestido-20walker-20-20off-white-20frente-16080660.jpg?v=1787601166,public_catalog,2026-08-24T17:28:30.310313-03:00,jsonld:price,HIGH,200,,6,87.5,86.70520231213872,50.28901734104046,95.57069846678023,81.4,PREMIUM_ANCHOR,3,True,Revisar sobreposição estrutural com itens semelhantes; validar diferenciação com vendas e margem quando disponíveis.
